,key,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateposted,tags,longitude,latitude,url
652,48968405796_185272520@N08_4a010ece5c,48968405796,dym75,4a010ece5c,65535,66,,1,0,0,2017-07-12 13:33:54,[],-68.623506,44.213219,https://www.flickr.com/photos/dym75/48968405796/
653,48968405841_185272520@N08_169f96a3bb,48968405841,dym75,169f96a3bb,65535,66,,1,0,0,2017-07-12 13:06:37,[],-68.623389,44.212647,https://www.flickr.com/photos/dym75/48968405841/
654,48968405461_185272520@N08_ed321cc380,48968405461,dym75,ed321cc380,65535,66,,1,0,0,2017-07-12 20:11:02,[],-68.306175,44.318405,https://www.flickr.com/photos/dym75/48968405461/
655,48967862238_185272520@N08_c5772f42cc,48967862238,dym75,c5772f42cc,65535,66,,1,0,0,2017-07-12 20:08:55,[],-68.3061,44.318511,https://www.flickr.com/photos/dym75/48967862238/
656,48967862188_185272520@N08_c838a7f723,48967862188,dym75,c838a7f723,65535,66,,1,0,0,2017-07-12 13:05:52,[],-68.623223,44.212494,https://www.flickr.com/photos/dym75/48967862188/
657,48968585802_185272520@N08_f94e6dd308,48968585802,dym75,f94e6dd308,65535,66,,1,0,0,2017-07-12 18:28:07,[],-68.188256,44.360052,https://www.flickr.com/photos/dym75/48968585802/
658,48968404541_185272520@N08_a12b674c23,48968404541,dym75,a12b674c23,65535,66,,1,0,0,2017-07-12 18:25:43,[],-68.192817,44.363086,https://www.flickr.com/photos/dym75/48968404541/
659,48968404481_185272520@N08_141dbb961e,48968404481,dym75,141dbb961e,65535,66,,1,0,0,2017-07-12 19:27:44,[],-68.236734,44.314433,https://www.flickr.com/photos/dym75/48968404481/
660,48967861743_185272520@N08_10c6597aaa,48967861743,dym75,10c6597aaa,65535,66,,1,0,0,2017-07-12 13:04:53,[],-68.623153,44.212411,https://www.flickr.com/photos/dym75/48967861743/
661,48967861068_185272520@N08_44efb25f0c,48967861068,dym75,44efb25f0c,65535,66,,1,0,0,2017-07-12 19:27:23,[],-68.236739,44.314461,https://www.flickr.com/photos/dym75/48967861068/
662,48968584062_185272520@N08_a563030981,48968584062,dym75,a563030981,65535,66,,1,0,0,2017-07-12 14:01:15,[],-68.647653,44.216011,https://www.flickr.com/photos/dym75/48968584062/
663,48967860273_185272520@N08_c293a8fd85,48967860273,dym75,c293a8fd85,65535,66,,1,0,0,2017-07-12 19:07:14,[],-68.19977,44.317208,https://www.flickr.com/photos/dym75/48967860273/
664,48968583492_185272520@N08_b2399d4da3,48968583492,dym75,b2399d4da3,65535,66,,1,0,0,2017-07-13 15:08:41,[],-68.203995,44.390938,https://www.flickr.com/photos/dym75/48968583492/
665,48967859908_185272520@N08_38c4e61480,48967859908,dym75,38c4e61480,65535,66,,1,0,0,2017-07-12 19:26:31,[],-68.236856,44.314369,https://www.flickr.com/photos/dym75/48967859908/
666,48968583422_185272520@N08_62798c4ddf,48968583422,dym75,62798c4ddf,65535,66,,1,0,0,2017-07-13 15:02:13,[],-68.204156,44.391002,https://www.flickr.com/photos/dym75/48968583422/
667,48967755746_95795254@N02_7e2348d438,48967755746,Mobile Lynn,7e2348d438,65535,66,Autumnal splendour 850_0071.jpg,1,0,0,2019-10-11 08:53:59,"['trees', 'Landscape', 'Tree', 'Audley', 'Permissions', 'Autumnal', 'Fall', 'Water', 'River', 'Autumn', 'Landscape Photography', 'Outdoor Photography', 'Bar Harbor', 'Maine', 'United States of America', 'Coth', 'NGC', 'coth5', 'NPC']",-68.326967,44.424483,https://www.flickr.com/photos/moblynn/48967755746/
668,48964655626_65518523@N00_ded0e38ace,48964655626,BarbPatch,ded0e38ace,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 10:25:25,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964655626/
669,48964613146_65518523@N00_31c0f97e17,48964613146,BarbPatch,31c0f97e17,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 12:11:55,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964613146/
670,48964059803_65518523@N00_b6e1948357,48964059803,BarbPatch,b6e1948357,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 10:40:33,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964059803/
671,48964788937_65518523@N00_677919aea6,48964788937,BarbPatch,677919aea6,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 10:40:23,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964788937/
672,48964611431_65518523@N00_59c19d0779,48964611431,BarbPatch,59c19d0779,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 10:40:12,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964611431/
673,48964058163_65518523@N00_6826dcab6d,48964058163,BarbPatch,6826dcab6d,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 10:33:45,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964058163/
674,48964787497_65518523@N00_af74a9827d,48964787497,BarbPatch,af74a9827d,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 10:22:56,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.210484,44.386133,https://www.flickr.com/photos/patchey/48964787497/
675,48968638991_185272520@N08_706f497b72,48968638991,dym75,706f497b72,65535,66,Downeast Maine - August 2017,1,0,0,2017-08-22 17:35:38,[],-68.559564,44.374394,https://www.flickr.com/photos/dym75/48968638991/
676,48968816622_185272520@N08_d0a88f1e98,48968816622,dym75,d0a88f1e98,65535,66,Downeast Maine - August 2017,1,0,0,2017-08-22 17:38:36,[],-68.559548,44.374455,https://www.flickr.com/photos/dym75/48968816622/
677,48968083258_185272520@N08_4d0ced52cb,48968083258,dym75,4d0ced52cb,65535,66,Downeast Maine - August 2017,1,0,0,2017-08-22 17:39:47,[],-68.559753,44.3742,https://www.flickr.com/photos/dym75/48968083258/
678,48968799157_185272520@N08_86cc19416a,48968799157,dym75,86cc19416a,65535,66,Downeast Maine - August 2017,1,0,0,2017-08-22 17:38:34,[],-68.559548,44.374455,https://www.flickr.com/photos/dym75/48968799157/
679,48964786532_65518523@N00_cc6f0a00e5,48964786532,BarbPatch,cc6f0a00e5,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 09:39:02,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964786532/
680,48964608911_65518523@N00_973164b7be,48964608911,BarbPatch,973164b7be,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 09:35:38,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964608911/
681,48964608411_65518523@N00_d1d088d86b,48964608411,BarbPatch,d1d088d86b,65535,66,Bar Harbor Maine,1,0,0,2019-09-27 09:29:46,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964608411/
682,48964054818_65518523@N00_ff8c1c4098,48964054818,BarbPatch,ff8c1c4098,65535,66,"Bar Harbor, Maine",1,0,0,2019-09-27 07:05:36,"['FallCruise', 'Bar Harbor', 'Maine', 'vacation']",-68.204059,44.387652,https://www.flickr.com/photos/patchey/48964054818/
683,48956274036_31608341@N02_2a3c090b45,48956274036,Greg from Maine,2a3c090b45,65535,66,Duck Brook in Acadia,1,0,0,2013-07-22 08:59:48,"['acadia national park', 'maine', 'bar harbor', 'acadia', 'bar harbor maine', 'duck brook', 'bridge', 'stone bridge', 'stone bridge arch', 'arch bridge', 'mdi', 'mount desert island', 'granite', 'stream', 'brook', 'landscape']",-68.236438,44.390823,https://www.flickr.com/photos/acadia-maine/48956274036/
684,48955873071_91962749@N04_720c0c6c47,48955873071,ajemanuel,720c0c6c47,65535,66,Bass Harbor Head Lighthouse 2,1,0,0,2019-10-18 14:35:07,"['Bass Harbor', 'Maine', 'United States of America']",-68.336603,44.221594,https://www.flickr.com/photos/ajemanuel/48955873071/
685,48956063242_91962749@N04_c4c3fc3e5c,48956063242,ajemanuel,c4c3fc3e5c,65535,66,Bass Harbor Head Lighthouse,1,0,0,2019-10-18 14:23:28,"['Bass Harbor', 'Maine', 'United States of America']",-68.336428,44.221602,https://www.flickr.com/photos/ajemanuel/48956063242/
686,48955871946_91962749@N04_e4014fa0bc,48955871946,ajemanuel,e4014fa0bc,65535,66,South Bubble,1,0,0,2019-10-18 09:36:37,"['Mount Desert', 'Maine', 'United States of America']",-68.256978,44.33075,https://www.flickr.com/photos/ajemanuel/48955871946/
687,48955321963_91962749@N04_1a7c0d23cc,48955321963,ajemanuel,1a7c0d23cc,65535,66,Foliage at Jordan Pond,1,0,0,2019-10-18 09:26:37,"['Mount Desert', 'Maine', 'United States of America']",-68.256473,44.327019,https://www.flickr.com/photos/ajemanuel/48955321963/
688,48951916076_67689174@N05_03c4750b5f,48951916076,Berna114,03c4750b5f,65535,66,Wake up time,1,0,0,2019-10-24 06:39:31,[],-68.203114,44.386463,https://www.flickr.com/photos/berna114/48951916076/
689,48951067868_31608341@N02_d23a60cc52,48951067868,Greg from Maine,d23a60cc52,65535,66,"Otter Cliff, Acadia",1,0,0,2013-07-22 06:18:22,"['acadia', 'acadia national park', 'otter cliff', 'maine', 'bar harbor', 'boulders', 'cliffs', 'landscape', 'seascape', 'mdi', 'morning', 'shore', 'waves', 'mount desert island']",-68.189842,44.312487,https://www.flickr.com/photos/acadia-maine/48951067868/
690,48948623117_39027998@N02_225bd9b84f,48948623117,ferpectshotz,225bd9b84f,65535,66,This sunlight linked me through the ages to that past consciousness…,1,0,0,2011-10-16 06:42:05,"['New England', 'Cadillac Mountain', 'Peak', 'Sunrise', 'Cold', 'Windy', 'Atlantic Ocean', 'Islands', 'Pink', 'Wind', 'Granite', 'Fall', 'Foliage', 'Autumn', 'Acadia National Park', 'Maine']",-68.222878,44.352158,https://www.flickr.com/photos/sanu29/48948623117/
691,48941539008_10710604@N05_c45a43e914,48941539008,Daniel000000,c45a43e914,65535,66,Jordan Pond,1,0,0,2019-10-15 05:00:19,"['jordan', 'pond', 'acadia', 'national', 'park', 'maine', 'lake', 'water', 'rocks', 'trees', 'fall', 'autumn', 'colors', 'foilage', 'clouds', 'sky', 'nature', 'landscape', 'sunrise', 'light', 'color', 'nikon', 'dslr', 'photography', 'travel', 'explore', 'adventure', 'outside', 'beach', 'blue', 'tree', 'green', 'art', 'sun', 'old', 'orange', 'red', 'new']",-68.2509,44.324109,https://www.flickr.com/photos/daniel00/48941539008/
692,48938994887_35376895@N03_32be3ae074,48938994887,maryalley904,32be3ae074,65535,66,Duck Brook,1,0,0,2019-10-14 10:49:23,[],-68.235228,44.390013,https://www.flickr.com/photos/maryalley/48938994887/
693,48938393387_35376895@N03_96468604b7,48938393387,maryalley904,96468604b7,65535,66,Chipmunk,1,0,0,2019-09-28 10:22:18,[],-68.254112,44.377802,https://www.flickr.com/photos/maryalley/48938393387/
694,48937649238_35376895@N03_01cb706a48,48937649238,maryalley904,01cb706a48,65535,66,Breakneck Pond,1,0,0,2019-09-28 09:37:07,[],-68.254928,44.38613,https://www.flickr.com/photos/maryalley/48937649238/
695,48937835622_27469838@N05_f81748a693,48937835622,Ernie Orr,f81748a693,65535,66,Park Loop Road - Acadia National Park and Gulf of Maine,1,0,0,2019-10-15 11:17:17,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'park loop road', 'foliage']",-68.184917,44.327297,https://www.flickr.com/photos/rmrussell/48937835622/
696,48937647766_27469838@N05_495678b728,48937647766,Ernie Orr,495678b728,65535,66,Park Loop Road - Acadia National Park and Gulf of Maine,1,0,0,2019-10-15 11:17:44,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'park loop road', 'foliage']",-68.184917,44.327297,https://www.flickr.com/photos/rmrussell/48937647766/
697,48937647161_27469838@N05_d2ed8c17bc,48937647161,Ernie Orr,d2ed8c17bc,65535,66,Otter Cove - Acadia National Park,1,0,0,2019-10-15 11:40:13,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'otter cove']",-68.198789,44.317444,https://www.flickr.com/photos/rmrussell/48937647161/
698,48937646651_27469838@N05_376c78259b,48937646651,Ernie Orr,376c78259b,65535,66,View Along Cadillac Mountain Road - Acadia National Park,1,0,0,2019-10-15 12:08:43,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'cadillac mountain', 'cadillac mountain road']",-68.229214,44.368608,https://www.flickr.com/photos/rmrussell/48937646651/
699,48937646116_27469838@N05_c00b2a5713,48937646116,Ernie Orr,c00b2a5713,65535,66,View Along Cadillac Mountain Road - Acadia National Park,1,0,0,2019-10-15 12:09:21,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'cadillac mountain', 'cadillac mountain road']",-68.229214,44.368608,https://www.flickr.com/photos/rmrussell/48937646116/
700,48937645521_27469838@N05_407f1a5be5,48937645521,Ernie Orr,407f1a5be5,65535,66,Eagle Lake and Fall Foliage Along Cadillac Mountain Road - Acadia National Park,1,0,0,2019-10-15 12:15:58,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'cadillac mountain', 'cadillac mountain road']",-68.231345,44.360197,https://www.flickr.com/photos/rmrussell/48937645521/
701,48937099578_27469838@N05_3385bfd38f,48937099578,Ernie Orr,3385bfd38f,65535,66,Eagle Lake and Fall Foliage Along Cadillac Mountain Road - Acadia National Park,1,0,0,2019-10-15 12:17:54,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'cadillac mountain', 'cadillac mountain road']",-68.231414,44.36013,https://www.flickr.com/photos/rmrussell/48937099578/
702,48937831722_27469838@N05_7cafbfb41d,48937831722,Ernie Orr,7cafbfb41d,65535,66,View Along Cadillac Mountain Road - Acadia National Park,1,0,0,2019-10-15 12:26:05,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'cadillac mountain', 'cadillac mountain road']",-68.230225,44.350158,https://www.flickr.com/photos/rmrussell/48937831722/
703,48937643741_27469838@N05_7d56175d2b,48937643741,Ernie Orr,7d56175d2b,65535,66,Fall Foliage,1,0,0,2019-10-15 12:39:58,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.235203,44.368113,https://www.flickr.com/photos/rmrussell/48937643741/
704,48937829932_27469838@N05_e7558bec52,48937829932,Ernie Orr,e7558bec52,65535,66,"Bar Harbor, Maine",1,0,0,2019-10-15 15:15:23,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'bar harbor']",-68.204289,44.390827,https://www.flickr.com/photos/rmrussell/48937829932/
705,48937829262_27469838@N05_27046345f5,48937829262,Ernie Orr,27046345f5,65535,66,"Bar Harbor, Maine",1,0,0,2019-10-15 15:19:27,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'bar harbor']",-68.202712,44.391216,https://www.flickr.com/photos/rmrussell/48937829262/
706,48937641366_27469838@N05_c0f70d6403,48937641366,Ernie Orr,c0f70d6403,65535,66,Fall Foliage,1,0,0,2019-10-16 07:41:08,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.250384,44.338455,https://www.flickr.com/photos/rmrussell/48937641366/
707,48937640551_27469838@N05_24ecbb6e2e,48937640551,Ernie Orr,24ecbb6e2e,65535,66,Fall Foliage Along Park Loop Road - Acadia National Park,1,0,0,2019-10-16 07:41:26,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.250384,44.338455,https://www.flickr.com/photos/rmrussell/48937640551/
708,48937826727_27469838@N05_b657aa56d8,48937826727,Ernie Orr,b657aa56d8,65535,66,Bubble Rock Trail - Acadia National Park,1,0,0,2019-10-16 07:52:36,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'Bubble Rock Trail']",-68.25365,44.342183,https://www.flickr.com/photos/rmrussell/48937826727/
709,48937093103_27469838@N05_8a5289a151,48937093103,Ernie Orr,8a5289a151,65535,66,Bubble Rock Trail - Acadia National Park,1,0,0,2019-10-16 07:53:54,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'Bubble Rock Trail']",-68.254028,44.342572,https://www.flickr.com/photos/rmrussell/48937093103/
710,48937824637_27469838@N05_374781d505,48937824637,Ernie Orr,374781d505,65535,66,"Acadia National Park Fall Foliage (""Trix Cereal"") at Bubble Rock Summit",1,0,0,2019-10-16 08:06:02,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'Bubble Rock Trail', 'summit', 'Bubble Rock summit']",-68.253237,44.339677,https://www.flickr.com/photos/rmrussell/48937824637/
711,48937636791_27469838@N05_f9e1d7c2ed,48937636791,Ernie Orr,f9e1d7c2ed,65535,66,Bubble Pond,1,0,0,2019-10-16 08:38:14,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'bubble pond']",-68.240664,44.349397,https://www.flickr.com/photos/rmrussell/48937636791/
712,48937090418_27469838@N05_b94b6b2eda,48937090418,Ernie Orr,b94b6b2eda,65535,66,Bubble Pond,1,0,0,2019-10-16 08:39:35,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'bubble pond']",-68.240528,44.349444,https://www.flickr.com/photos/rmrussell/48937090418/
713,48937822427_27469838@N05_72602ab5d4,48937822427,Ernie Orr,72602ab5d4,65535,66,Echo Lake - Acadia National Park,1,0,0,2019-10-16 09:11:58,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'echo lake', 'lake']",-68.334337,44.325744,https://www.flickr.com/photos/rmrussell/48937822427/
714,48937821677_27469838@N05_0fa9c563a5,48937821677,Ernie Orr,0fa9c563a5,65535,66,Echo Lake - Acadia National Park,1,0,0,2019-10-16 09:12:49,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'echo lake', 'lake']",-68.334475,44.325927,https://www.flickr.com/photos/rmrussell/48937821677/
715,48937821097_27469838@N05_a0f5a2009c,48937821097,Ernie Orr,a0f5a2009c,65535,66,Bass Harbor Head Lighthouse,1,0,0,2019-10-16 09:41:55,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'bass harbor', 'bass harbor head', 'bass harbort head lighthouse', 'lighthouse']",-68.337178,44.222119,https://www.flickr.com/photos/rmrussell/48937821097/
716,48937820667_27469838@N05_6edf81da25,48937820667,Ernie Orr,6edf81da25,65535,66,Fall Foliage,1,0,0,2019-10-16 10:54:45,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.236528,44.377461,https://www.flickr.com/photos/rmrussell/48937820667/
717,48937633071_27469838@N05_2c6e6b47f6,48937633071,Ernie Orr,2c6e6b47f6,65535,66,View of Bar Island from Bar Harbor,1,0,0,2019-10-16 12:52:31,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'bar harbor', 'bar island', 'island']",-68.210075,44.391863,https://www.flickr.com/photos/rmrussell/48937633071/
718,48937632116_27469838@N05_f785719310,48937632116,Ernie Orr,f785719310,65535,66,Fall Foliage - Acadia National Park,1,0,0,2019-10-17 08:49:54,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.241481,44.381977,https://www.flickr.com/photos/rmrussell/48937632116/
719,48937818282_27469838@N05_e120fa59ec,48937818282,Ernie Orr,e120fa59ec,65535,66,Waterfall - Acadia National Park,1,0,0,2019-10-17 09:15:11,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'waterfall']",-68.240928,44.352213,https://www.flickr.com/photos/rmrussell/48937818282/
720,48937817252_27469838@N05_cdac8b0675,48937817252,Ernie Orr,cdac8b0675,65535,66,Carriage Road - Acadia National Park,1,0,0,2019-10-17 09:22:14,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.240639,44.352066,https://www.flickr.com/photos/rmrussell/48937817252/
721,48937629011_27469838@N05_129f3376e1,48937629011,Ernie Orr,129f3376e1,65535,66,Acadia National Park,1,0,0,2019-10-17 09:43:59,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.235087,44.371286,https://www.flickr.com/photos/rmrussell/48937629011/
722,48937082033_27469838@N05_8278a47866,48937082033,Ernie Orr,8278a47866,65535,66,Acadia National Park,1,0,0,2019-10-17 09:44:34,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage']",-68.235687,44.370627,https://www.flickr.com/photos/rmrussell/48937082033/
723,48937080978_27469838@N05_02ab1d54a1,48937080978,Ernie Orr,02ab1d54a1,65535,66,Jordon Pond and the North and South Bubbles - Acadia National Park,1,0,0,2019-10-17 10:02:51,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'jordon pond']",-68.253912,44.322883,https://www.flickr.com/photos/rmrussell/48937080978/
724,48937626061_27469838@N05_90468d01d5,48937626061,Ernie Orr,90468d01d5,65535,66,Northeast Harbor - Mount Desert Island,1,0,0,2019-10-17 13:12:27,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', 'north desert island', 'harbor']",-68.285606,44.295125,https://www.flickr.com/photos/rmrussell/48937626061/
725,48937079823_27469838@N05_6659b372b8,48937079823,Ernie Orr,6659b372b8,65535,66,Nor'easter Aftermath,1,0,0,2019-10-17 13:23:34,"['bob russell', 'rm russell', 'new england', 'maine', 'acadia', 'acadia national park', 'national park', 'landscape', 'foliage', ""nor'easter"", 'northeaster']",-68.299078,44.302913,https://www.flickr.com/photos/rmrussell/48937079823/
726,48938107347_35376895@N03_c10e334607,48938107347,maryalley904,c10e334607,65535,66,Helping Dad!,1,0,0,2019-09-15 09:34:22,[],-68.203995,44.392091,https://www.flickr.com/photos/maryalley/48938107347/
727,48933369221_57440551@N03_feff6a5128,48933369221,lhboudreau,feff6a5128,65535,66,"Scenic Overlook with a shelter and bench on Asticou Terraces Trail in Northeast Harbor, Maine",1,0,0,2011-08-26 10:00:44,"['Northeast Harbor, Maine', 'Northeast Harbor', 'Thuya Lodge', 'Maine', 'Thuya Garden', 'plants', 'plant', 'garden', 'gardens', 'Charles K. Savage', 'Joseph H. Curtis', 'Asticou Terraces', 'trail', 'path', 'ramada', 'shelter', 'bench', 'roof', 'roofed', 'tree', 'trees', 'harbor', 'boats', 'bay', 'Asticou', 'overlook', 'scenic overlook', 'rest', 'rest area', 'rock', 'rocks', 'terrace', 'terraces']",-68.277819,44.300525,https://www.flickr.com/photos/57440551@N03/48933369221/
728,48933262667_77240402@N06_613a55bffb,48933262667,trdoolittle,613a55bffb,65535,66,"Jordan Stream, Acadia National Park",1,0,0,2019-07-05 12:40:59,[],-68.25605,44.319841,https://www.flickr.com/photos/trdoolit/48933262667/
729,48933262492_77240402@N06_41eeb64789,48933262492,trdoolittle,41eeb64789,65535,66,"Sunrise, Bar Harbor",1,0,0,2019-07-03 05:29:28,[],-68.204219,44.39218,https://www.flickr.com/photos/trdoolit/48933262492/
730,48933262217_77240402@N06_1e26ed95cc,48933262217,trdoolittle,1e26ed95cc,65535,66,"After the Storm, Bar Harbor",1,0,0,2019-07-02 20:19:02,[],-68.204219,44.39218,https://www.flickr.com/photos/trdoolit/48933262217/
731,48932035723_43671887@N00_32a65e2ef0,48932035723,plstt,32a65e2ef0,65535,66,The Atlantic Ocean and Clouds,1,0,0,2019-10-19 07:53:08,"['water', 'clouds', 'atlantic ocean']",-68.190203,44.391383,https://www.flickr.com/photos/plstt/48932035723/
732,48932035793_43671887@N00_f35fa5f896,48932035793,plstt,f35fa5f896,65535,66,The Atlantic Ocean and Clouds,1,0,0,2019-10-19 07:53:29,"['Ocean', 'ncl escape', 'bermuda']",-68.190203,44.391383,https://www.flickr.com/photos/plstt/48932035793/
733,48926719021_78984482@N00_48332caf86,48926719021,denisehurt2000,48332caf86,65535,66,10-05-2019 View from end of Jordan Pond,1,0,0,2019-10-05 09:39:57,[],-68.258628,44.339436,https://www.flickr.com/photos/denisehurt/48926719021/
734,48918790713_31608341@N02_75dfb074c4,48918790713,Greg from Maine,75dfb074c4,65535,66,"Upper Hadlock Pond, Acadia",1,0,0,2019-10-18 11:38:31,[],-68.287904,44.318582,https://www.flickr.com/photos/acadia-maine/48918790713/
735,48911553433_31608341@N02_86ac122e2c,48911553433,Greg from Maine,86ac122e2c,65535,66,Acadia National Park,1,0,0,2019-10-17 04:36:53,"['acadia national park', 'acadia', 'upper hadlock', 'upper hadlock pond', 'northeast harbor', 'maine', 'autumn', 'reflection', 'mountain', 'trees', 'forest', 'mdi', 'mount desert island', 'nature', 'landscape', 'water', 'lake', 'pond']",-68.288247,44.31895,https://www.flickr.com/photos/acadia-maine/48911553433/
736,48911777457_31608341@N02_97bd701b33,48911777457,Greg from Maine,97bd701b33,65535,66,Lily Pads in Acadia,1,0,0,2019-10-16 08:40:16,"['acadia national park', 'acadia', 'mdi', 'mount desert island', 'lily pads', 'reflections', 'grass', 'tarn', 'the tarn', 'bar harbor', 'bar harbor maine', 'maine', 'tapestry', 'landscape', 'nature']",-68.20497,44.354649,https://www.flickr.com/photos/acadia-maine/48911777457/
737,49829911227_30866498@N04_f094946025,49829911227,Howard Clifton,f094946025,65535,66,Bird on tree with berries,1,0,0,2019-10-16 16:34:07,"['Acadia National Park', 'Asticou Azalea Garden', 'Sony a9', 'ILCE-9', 'Maine', 'Vacation']",-68.283195,44.305403,https://www.flickr.com/photos/howardclifton/49829911227/
738,49829071993_30866498@N04_a2e890b2b6,49829071993,Howard Clifton,a2e890b2b6,65535,66,Asticou Azalea Garden 1,1,0,0,2019-10-16 16:12:09,"['Acadia National Park', 'Asticou Azalea Garden', 'Sony a9', 'ILCE-9', 'Maine', 'Vacation']",-68.283443,44.304989,https://www.flickr.com/photos/howardclifton/49829071993/
739,49829910042_30866498@N04_0c5c14767b,49829910042,Howard Clifton,0c5c14767b,65535,66,Bee on Pink Flower,1,0,0,2019-10-16 15:27:50,"['Acadia National Park', 'Sony a9', 'ILCE-9', 'Bee', 'Macro', 'Maine', 'Vacation', 'flower']",-68.276263,44.300249,https://www.flickr.com/photos/howardclifton/49829910042/
